battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1179,0,2.1,0,0.0,0,2,0.3,93.0,3,0,481,536,1435.0,19,13,2,0,1,0,0
1555,0,0.5,1,8.0,1,2,0.9,90.0,2,11,57,516,3596.0,11,6,6,1,1,1,0
981,1,0.5,1,1.0,0,15,0.5,159.0,5,10,74,1485,1831.0,17,10,7,1,1,1,3
1920,1,2.5,0,6.0,1,8,0.4,194.0,1,7,588,1125,2099.0,10,5,4,1,1,1,2
1470,0,0.5,0,0.0,0,54,0.1,84.0,6,1,556,1512,1790.0,16,7,19,0,1,1,0
1986,0,0.8,0,5.0,1,13,0.2,108.0,8,7,757,1962,1190.0,7,5,17,1,1,0,2
1371,0,2.8,1,2.0,1,19,0.6,94.0,4,3,1023,1676,1767.0,6,1,8,1,0,1,2
1852,0,1.6,1,5.0,1,25,0.1,85.0,3,15,588,1353,3199.0,8,4,4,1,0,0,1
1472,0,1.4,1,7.0,0,6,0.1,182.0,8,10,861,1131,1621.0,17,0,19,1,0,1,0
1055,1,1.2,1,18.0,1,29,0.8,101.0,6,19,159,579,2364.0,13,3,3,1,1,1,2
1371,1,2.1,1,0.0,0,3,0.3,173.0,2,12,35,785,2202.0,15,14,5,1,1,1,0
782,0,1.1,0,0.0,1,38,0.4,199.0,7,2,349,1910,2753.0,14,13,20,1,0,1,3
1452,1,0.9,1,6.0,1,36,0.5,82.0,5,12,667,1680,1005.0,12,4,15,1,0,1,3
519,1,2.0,1,11.0,1,33,0.7,135.0,1,12,527,889,889.0,19,3,9,1,1,0,2
1989,0,1.8,1,16.0,1,10,0.9,86.0,3,18,135,576,2158.0,14,8,4,1,0,0,3
1754,0,1.6,0,0.0,0,15,0.1,166.0,5,1,318,1810,1966.0,12,7,7,1,0,0,0
1329,0,1.0,0,3.0,1,42,0.1,144.0,7,4,579,896,774.0,14,8,10,1,1,1,3
1093,0,1.1,1,0.0,0,42,0.4,114.0,1,4,762,1425,2856.0,12,3,2,0,0,1,2
986,1,2.2,1,5.0,1,38,0.3,95.0,7,9,5,1359,343.0,15,13,12,1,1,0,3
848,0,1.1,1,7.0,1,39,0.4,107.0,4,16,1768,1812,475.0,18,4,16,1,0,0,2
1146,0,0.5,1,4.0,1,21,0.5,152.0,7,6,841,994,1182.0,15,2,19,1,0,0,2
841,1,0.5,0,0.0,0,59,0.2,103.0,6,16,258,1642,1169.0,8,6,10,0,0,0,1
1140,1,0.9,1,0.0,0,40,0.1,119.0,3,1,211,555,3386.0,13,4,2,1,0,0,0
1091,1,1.8,1,4.0,0,8,0.5,100.0,3,8,650,922,3626.0,5,0,14,1,1,1,3
1360,0,0.7,0,8.0,1,25,0.4,108.0,7,20,493,681,3934.0,16,4,5,1,0,0,3
1038,0,1.0,0,2.0,0,28,0.2,154.0,4,6,1019,1246,3913.0,11,1,16,1,1,0,1
1111,0,2.5,1,4.0,0,46,0.4,152.0,1,11,110,1981,851.0,14,8,2,0,0,0,0
1220,0,0.5,1,8.0,0,52,0.8,121.0,3,19,892,1470,1458.0,18,12,19,0,1,1,0
1636,1,1.8,0,9.0,0,52,0.9,188.0,5,11,555,635,2363.0,13,0,9,0,0,1,2
1800,1,1.6,1,2.0,0,23,0.8,187.0,2,8,179,1137,1966.0,15,2,7,0,0,0,1
674,1,2.4,0,5.0,0,49,0.6,130.0,1,9,4,1936,2179.0,8,0,20,1,1,0,2
1591,1,2.4,0,4.0,0,3,0.5,192.0,8,5,669,700,615.0,19,6,12,1,0,1,3
1190,0,0.8,0,5.0,0,61,0.6,145.0,3,16,345,1044,305.0,7,0,14,0,1,0,3
572,0,2.8,0,4.0,1,35,0.2,99.0,6,5,563,1539,3106.0,12,1,16,1,0,0,3
1143,1,2.9,0,0.0,0,64,1.0,143.0,8,0,381,535,2080.0,16,5,15,0,1,1,3
1492,0,0.5,0,13.0,0,36,0.4,185.0,1,16,444,1764,592.0,10,7,18,0,0,1,0
1825,1,2.3,0,9.0,1,27,0.8,163.0,8,11,48,1005,2502.0,15,11,2,1,0,1,0
1450,1,2.4,0,2.0,1,45,0.6,83.0,5,8,221,648,941.0,13,12,7,1,0,1,0
1629,1,2.3,0,4.0,0,48,0.4,121.0,1,8,1260,1634,2532.0,5,4,14,1,0,0,1
669,0,0.5,1,0.0,0,46,0.7,144.0,2,0,486,1854,2981.0,17,7,14,0,0,1,0
575,1,1.1,0,2.0,0,10,0.2,163.0,5,11,615,1825,2956.0,17,7,20,1,0,1,2
900,1,2.8,0,3.0,0,56,0.9,112.0,4,18,638,721,2281.0,8,2,14,1,1,1,0
1057,1,0.5,0,4.0,1,42,0.7,112.0,7,7,809,824,2688.0,6,3,3,1,0,0,1
1247,0,0.8,1,16.0,0,24,0.8,116.0,5,20,1114,1350,522.0,9,2,20,0,1,1,2
1992,1,1.3,1,8.0,1,43,1.0,153.0,5,15,0,883,2179.0,7,6,20,1,1,0,0
974,0,2.1,0,1.0,1,17,0.7,162.0,4,3,346,514,1901.0,16,0,9,1,0,1,0
1715,1,0.5,1,8.0,1,47,0.4,116.0,8,9,900,1219,3163.0,18,15,11,1,0,1,3
1570,0,0.5,0,15.0,1,26,0.6,157.0,2,20,319,1406,426.0,8,0,11,1,0,0,3
1724,0,2.0,1,1.0,0,21,0.2,105.0,2,8,102,1609,695.0,16,0,12,1,1,0,1
1886,1,1.6,0,0.0,1,47,0.1,180.0,5,6,362,1606,3287.0,12,3,17,1,0,1,3
1177,0,2.4,1,7.0,1,38,0.7,162.0,6,16,1228,1975,1880.0,16,4,18,1,1,1,3
1036,0,1.4,1,6.0,1,37,0.5,184.0,7,10,416,523,3864.0,5,2,13,1,1,1,2
1336,1,2.6,0,7.0,0,26,0.5,83.0,5,17,238,1402,325.0,8,2,9,1,0,0,3
1004,0,1.9,0,12.0,0,24,0.8,128.0,8,17,793,1537,650.0,6,0,17,0,1,0,3
1123,1,2.9,1,10.0,0,5,0.1,145.0,3,15,670,1557,2567.0,11,8,10,0,1,1,1
1730,0,1.3,1,2.0,1,48,0.4,198.0,2,13,1445,1934,2452.0,8,2,11,1,1,1,1
1890,0,2.1,1,13.0,1,17,0.5,127.0,4,17,973,1546,2585.0,5,2,14,1,1,1,3
1055,1,3.0,1,1.0,0,56,0.6,111.0,7,8,806,861,1532.0,5,0,13,1,0,0,0
805,1,2.4,1,2.0,0,59,0.7,110.0,1,3,900,1984,2917.0,12,2,20,1,1,0,3
608,0,1.3,1,15.0,1,2,0.4,139.0,3,16,98,643,3635.0,13,4,8,1,0,0,3
1130,0,0.6,0,5.0,0,51,0.5,175.0,8,12,296,585,2098.0,5,2,18,1,0,0,3
1208,1,0.7,0,8.0,0,13,0.9,86.0,3,18,763,865,484.0,11,9,3,1,1,1,3
535,0,1.3,0,1.0,0,53,0.5,151.0,7,3,313,744,720.0,10,2,16,0,1,0,2
1191,1,1.7,0,1.0,0,7,0.4,102.0,3,2,1354,1418,2734.0,18,5,15,1,1,0,2
922,0,2.7,1,0.0,1,3,0.5,100.0,4,0,253,1364,3910.0,18,8,10,1,0,0,3
966,1,0.5,0,3.0,0,37,0.7,123.0,3,7,1390,1896,817.0,6,5,20,1,0,0,2
1351,1,0.7,0,10.0,0,48,0.5,134.0,8,16,700,727,3781.0,15,0,5,0,0,1,1
732,0,1.3,1,12.0,1,48,0.5,141.0,4,16,663,1813,832.0,18,10,4,1,0,0,3
1005,0,2.0,1,9.0,1,11,0.8,132.0,1,16,218,1123,939.0,11,4,8,1,1,1,2
1575,1,2.4,1,2.0,0,22,0.7,81.0,2,7,142,1160,1091.0,16,8,7,0,0,1,3
1427,0,2.8,1,10.0,1,11,0.5,155.0,1,14,169,1784,2417.0,9,3,8,1,1,0,0
1306,1,2.9,0,5.0,0,26,0.9,145.0,4,12,67,1247,2552.0,17,0,8,0,0,1,0
1911,1,1.1,0,3.0,0,25,0.4,106.0,5,12,426,659,1251.0,11,0,2,1,0,0,3
1170,1,2.2,0,4.0,1,63,0.7,83.0,1,5,442,1905,2658.0,11,10,11,1,0,1,0
1278,0,1.5,1,6.0,0,64,0.2,146.0,8,13,764,1521,339.0,6,1,12,0,1,0,0
1709,0,0.5,0,0.0,1,55,0.8,144.0,3,3,235,1310,3124.0,15,7,19,1,1,0,3
1904,0,0.8,1,2.0,1,27,0.6,198.0,6,7,1102,1442,2387.0,5,4,19,1,0,1,2
1741,1,0.5,1,6.0,0,37,0.7,183.0,1,16,9,1562,1415.0,17,9,10,0,0,1,1
1288,1,0.5,1,0.0,0,48,0.5,92.0,6,3,793,1021,2465.0,5,4,16,0,1,0,0
1976,0,2.5,1,4.0,0,33,0.7,196.0,3,15,1014,1131,2947.0,16,11,4,1,1,1,2
1270,0,0.5,0,1.0,1,62,0.5,142.0,4,2,566,695,3747.0,18,13,8,1,0,1,1
1246,0,1.6,1,0.0,0,52,0.6,187.0,8,4,522,818,552.0,7,3,8,1,1,1,2
1544,1,0.5,1,12.0,1,20,0.9,144.0,5,14,588,1414,1826.0,11,10,5,1,0,0,2
671,0,0.5,0,1.0,0,38,0.1,105.0,8,5,605,722,2210.0,6,1,18,0,1,1,1
582,1,2.3,1,6.0,1,51,0.9,156.0,4,14,1241,1367,2587.0,6,3,18,1,1,0,2
1951,0,2.1,0,5.0,0,22,0.5,132.0,6,6,1044,1663,945.0,16,5,4,1,0,1,2
822,0,1.1,1,2.0,0,44,0.9,146.0,2,4,269,527,3288.0,8,5,17,1,1,0,0
733,1,0.5,1,9.0,1,63,0.1,153.0,4,10,715,993,3003.0,12,9,12,1,0,1,2
820,1,0.5,1,10.0,1,15,0.3,149.0,8,12,165,532,702.0,6,0,19,1,1,0,0
1455,0,2.2,1,8.0,1,19,0.3,174.0,4,10,91,628,2029.0,8,0,10,1,0,0,2
1723,1,0.6,1,1.0,0,57,0.3,122.0,5,19,1373,1572,3138.0,12,8,11,0,1,0,2
1869,0,1.6,0,2.0,1,60,1.0,124.0,6,16,520,566,1521.0,14,8,18,1,1,0,2
1670,0,0.5,0,1.0,1,33,0.9,127.0,2,3,185,807,1830.0,5,0,6,1,1,1,3
1734,0,1.4,1,8.0,0,57,0.5,188.0,4,15,573,584,3822.0,9,4,6,0,1,1,0
602,0,2.5,0,7.0,1,59,0.3,166.0,4,11,76,637,1914.0,11,2,10,1,1,0,0
1060,0,2.5,1,6.0,1,31,0.6,162.0,1,11,582,1212,2819.0,10,4,16,1,1,1,3
1445,1,1.4,0,11.0,1,8,0.7,164.0,4,14,772,1766,3120.0,7,3,15,1,0,0,3
1005,1,1.6,1,6.0,0,32,0.6,199.0,7,13,883,1750,2119.0,14,9,5,1,1,1,1
536,0,0.5,0,8.0,1,27,0.3,108.0,1,13,1573,1962,1676.0,14,7,20,1,0,1,0
1255,0,1.1,0,0.0,1,34,0.2,85.0,3,1,118,722,1749.0,19,17,8,1,1,1,1
1252,1,2.6,1,1.0,1,43,0.8,124.0,1,3,153,538,2447.0,18,15,11,1,0,0,0
1471,1,2.0,0,0.0,1,54,0.7,127.0,8,0,193,1134,3315.0,17,1,4,1,0,1,0
914,1,2.3,1,0.0,1,47,0.5,119.0,3,3,727,796,3402.0,14,10,5,1,0,1,3
1439,1,2.6,1,3.0,1,14,0.3,101.0,8,6,686,716,763.0,5,3,4,1,0,0,3
732,1,0.5,0,6.0,0,60,0.1,92.0,4,9,670,1025,3065.0,19,12,14,0,1,1,3
1025,1,1.9,0,3.0,1,38,0.7,138.0,7,5,108,1238,3530.0,5,0,11,1,1,0,0
842,0,2.7,1,18.0,0,31,0.4,161.0,1,20,45,1634,496.0,14,1,14,1,1,0,2
643,1,1.8,1,0.0,0,28,0.4,199.0,1,20,532,1273,2885.0,8,6,5,0,0,1,2
667,0,0.7,1,8.0,0,23,0.8,136.0,4,14,666,1372,3720.0,19,10,10,1,1,0,1
1791,1,2.3,0,5.0,0,29,0.9,196.0,1,6,1039,1602,2500.0,10,7,2,1,1,0,2
1104,0,0.5,1,2.0,0,57,0.6,129.0,5,15,1591,1750,2254.0,14,7,16,1,1,0,2
1276,1,3.0,0,5.0,1,33,0.6,136.0,4,13,15,1719,2395.0,11,1,10,1,1,0,2
927,0,1.2,1,2.0,1,22,0.1,162.0,2,3,1106,1692,3741.0,7,4,5,1,0,1,0
859,0,1.1,1,11.0,1,19,0.5,139.0,5,16,952,1713,2473.0,10,4,17,1,1,1,3
1162,1,2.9,1,2.0,0,57,0.3,146.0,7,19,9,555,1316.0,10,2,3,1,0,1,1
1876,0,2.4,0,11.0,0,22,0.7,168.0,2,18,157,1512,1403.0,15,11,13,1,0,0,1
1057,0,2.7,1,3.0,0,36,0.7,105.0,3,11,1318,1351,2521.0,19,15,6,0,1,1,3
1926,0,1.8,0,1.0,0,15,0.9,86.0,2,5,523,1699,735.0,5,2,8,0,1,0,3
853,0,0.6,1,3.0,1,40,0.7,166.0,4,9,476,1382,2510.0,8,3,6,1,1,0,1
1949,1,1.5,0,1.0,1,7,0.5,175.0,8,19,525,1419,1406.0,5,1,8,1,1,0,2
1981,0,0.5,0,3.0,0,38,0.2,103.0,5,10,282,1051,1392.0,5,0,11,0,0,0,3
1556,1,2.9,1,5.0,1,21,0.5,197.0,3,19,902,1451,1969.0,11,3,15,1,1,0,2
660,1,0.7,1,3.0,0,12,0.4,161.0,8,14,506,799,3549.0,19,18,12,1,0,1,2
1955,1,1.4,0,1.0,0,30,0.2,91.0,6,2,220,759,2340.0,9,0,12,1,1,1,0
1567,0,0.6,1,6.0,0,63,0.8,83.0,5,13,635,1112,1777.0,6,3,19,1,1,0,3
1307,0,2.1,0,5.0,0,44,0.1,189.0,5,6,530,1203,2402.0,5,4,19,0,1,0,3
1421,1,2.9,0,2.0,0,43,0.2,130.0,4,11,1516,1556,845.0,14,6,4,0,0,0,0
1332,0,2.4,0,0.0,0,44,0.9,81.0,8,1,748,832,1176.0,16,10,10,0,1,1,2
1628,1,1.4,1,4.0,0,3,0.4,184.0,6,20,436,1653,1624.0,11,1,19,0,0,0,2
1752,0,2.6,1,8.0,1,17,0.4,115.0,5,10,1165,1540,3323.0,19,11,16,1,1,1,0
1733,0,0.5,0,2.0,0,20,0.5,156.0,8,3,419,1806,1197.0,8,7,10,0,1,0,3
1081,1,1.2,0,7.0,0,51,0.2,194.0,2,11,39,1852,412.0,16,4,7,1,0,0,3
854,1,2.6,1,1.0,1,45,0.5,162.0,6,12,49,1146,2317.0,12,5,18,1,1,1,0
1657,0,2.6,1,3.0,1,22,0.5,87.0,4,20,1019,1535,1852.0,15,5,12,1,1,0,1
1053,0,2.1,0,4.0,0,12,0.1,95.0,7,7,6,1089,3701.0,13,1,17,0,1,0,1
1370,0,2.9,0,2.0,1,24,0.3,100.0,5,3,804,992,1672.0,10,4,4,1,0,0,0
1652,1,1.5,1,1.0,0,57,0.1,175.0,6,17,555,714,489.0,12,2,2,1,1,1,1
915,0,2.8,1,4.0,0,22,1.0,174.0,5,12,748,1840,572.0,7,1,10,1,1,1,2
1272,1,0.5,0,1.0,1,50,0.7,129.0,8,18,377,1970,2969.0,15,2,10,1,0,1,1
646,1,2.3,1,15.0,1,10,0.9,180.0,8,17,673,1135,3005.0,14,0,5,1,0,1,3
1359,1,0.9,1,6.0,0,40,0.1,182.0,2,7,130,1030,2805.0,19,14,18,0,1,1,1
1691,0,0.5,0,0.0,0,24,0.3,119.0,1,3,762,1643,2900.0,16,5,19,1,0,0,0
796,1,1.5,1,3.0,0,62,0.7,99.0,8,12,214,843,434.0,16,2,16,0,1,1,0
534,1,1.9,1,1.0,1,60,0.2,159.0,1,18,1216,1847,3599.0,10,4,8,1,0,1,3
721,1,2.6,1,1.0,0,39,0.6,168.0,2,2,629,1509,3372.0,5,1,6,0,0,0,2
675,1,2.8,0,11.0,0,44,0.1,169.0,5,20,135,1109,2980.0,15,12,6,1,1,1,0
1182,1,1.4,1,5.0,1,21,0.5,107.0,2,17,625,1346,1765.0,13,5,6,1,1,0,1
1062,1,2.9,1,3.0,1,12,0.3,152.0,2,10,1041,1280,3664.0,9,6,4,1,1,1,0
732,1,0.5,0,1.0,1,7,0.4,113.0,6,2,367,968,1423.0,13,2,19,1,1,1,1
781,1,0.9,1,0.0,0,62,0.1,94.0,2,1,1117,1667,1442.0,9,0,16,1,0,1,2
790,1,1.0,1,9.0,1,45,0.1,200.0,6,20,1068,1577,3184.0,17,5,13,1,0,1,1
1480,1,0.9,0,0.0,0,62,0.9,199.0,1,0,464,868,1780.0,18,14,4,1,1,1,1
946,1,1.0,0,13.0,0,56,0.7,128.0,6,14,349,541,2565.0,17,10,7,0,0,0,2
1545,1,1.7,0,1.0,1,59,0.7,183.0,3,20,148,721,1443.0,8,2,16,1,0,1,2
898,0,2.7,0,0.0,0,16,0.2,81.0,4,4,139,1660,2286.0,5,0,4,1,0,0,0
1662,0,0.5,0,0.0,0,48,0.8,155.0,6,2,875,1362,2787.0,12,7,19,1,0,1,3
1056,0,2.2,0,6.0,0,2,0.4,166.0,6,13,527,825,3215.0,16,8,6,1,0,1,2
1074,0,1.4,1,0.0,1,17,0.7,115.0,1,6,689,1628,401.0,18,11,12,1,1,0,3
1772,1,0.5,0,0.0,1,55,0.5,149.0,5,0,405,727,3346.0,17,2,18,1,1,1,1
694,1,0.5,1,6.0,0,3,0.8,107.0,3,10,1345,1514,991.0,11,3,19,0,1,0,2
1387,1,1.0,0,0.0,1,3,0.9,154.0,6,5,75,655,2909.0,19,1,4,1,1,0,3
1259,1,1.0,1,7.0,1,6,0.1,110.0,7,11,1611,1923,2897.0,16,14,19,1,0,0,3
1066,1,2.4,0,6.0,0,23,0.6,173.0,3,7,870,1026,896.0,12,9,10,0,0,1,2
940,1,2.0,1,7.0,1,24,0.6,81.0,1,15,955,1845,2971.0,10,0,6,1,0,1,2
1517,1,2.2,1,11.0,0,19,0.3,179.0,2,16,291,1592,1972.0,11,0,13,0,0,1,2
986,0,1.4,1,6.0,1,29,0.2,122.0,7,10,1907,1911,2742.0,17,12,15,1,0,0,3
1595,1,1.1,0,4.0,1,31,0.1,101.0,3,7,824,1052,2875.0,16,13,13,1,1,0,0
708,0,2.4,1,0.0,0,56,0.7,104.0,7,1,999,1695,1920.0,7,3,11,1,1,0,0
726,1,0.5,1,1.0,1,6,0.7,183.0,5,2,114,628,1653.0,8,5,17,1,0,1,1
761,1,0.5,0,4.0,1,5,0.8,181.0,1,17,562,829,3111.0,5,3,14,1,0,0,0
643,0,2.6,0,0.0,1,8,0.3,115.0,4,4,724,1175,3740.0,8,7,13,1,0,1,3
871,1,1.7,1,0.0,0,56,0.6,124.0,6,2,483,1045,1794.0,13,4,4,1,1,0,0
1347,0,2.1,1,4.0,0,44,0.8,97.0,2,14,137,792,399.0,16,2,10,1,1,0,0
1659,0,2.7,0,18.0,0,64,0.7,83.0,2,19,727,1979,1778.0,10,9,13,1,0,1,2
1259,0,1.2,0,0.0,1,61,0.5,82.0,5,15,1001,1158,1415.0,10,1,2,1,1,0,1
544,0,1.6,0,5.0,1,39,0.1,91.0,6,7,101,718,3262.0,19,7,19,1,1,0,1
1570,0,0.6,0,7.0,0,12,0.2,141.0,8,13,487,517,1895.0,18,11,5,0,0,1,1
690,0,2.9,0,8.0,0,38,0.9,154.0,1,10,711,750,3427.0,13,6,20,0,0,0,3
1053,0,2.5,1,12.0,1,3,0.6,86.0,4,19,910,1097,792.0,17,6,7,1,0,1,0
1772,0,2.4,1,5.0,0,8,0.1,135.0,3,13,1337,1544,2297.0,8,6,4,1,0,1,1
1891,1,1.3,1,10.0,1,23,0.4,158.0,2,17,518,1357,2610.0,9,5,10,1,0,0,3
937,1,1.5,0,2.0,1,44,0.8,133.0,4,6,919,1782,493.0,9,7,15,1,0,1,3
913,0,2.9,0,13.0,1,34,0.7,183.0,4,19,578,1726,2800.0,7,2,9,1,1,0,3
1066,1,0.9,0,4.0,0,43,0.4,101.0,6,11,876,880,3856.0,14,0,6,1,0,1,1
840,1,1.6,1,0.0,0,7,0.9,147.0,2,3,98,674,3327.0,19,6,12,0,0,1,3
710,1,2.3,1,1.0,1,24,0.4,153.0,2,3,1714,1895,3678.0,18,4,18,1,1,1,2
623,1,0.5,1,5.0,1,29,0.9,134.0,3,10,273,1814,717.0,12,5,13,1,0,0,3
700,1,1.3,0,2.0,0,40,0.1,150.0,8,11,612,1325,2537.0,15,10,8,1,1,1,1
995,0,2.6,1,4.0,0,7,0.8,157.0,1,6,1315,1804,1272.0,16,6,8,0,1,1,1
1325,0,1.3,1,10.0,1,33,0.9,165.0,1,12,1653,1967,726.0,10,2,12,1,1,1,2
1982,1,2.6,1,7.0,1,43,0.3,113.0,4,8,1409,1679,1791.0,9,2,8,1,1,0,3
1401,0,2.7,0,0.0,0,16,0.1,187.0,5,4,975,1028,2668.0,11,8,20,1,0,0,0
636,1,2.6,1,7.0,1,55,0.3,183.0,2,14,762,1596,3558.0,10,7,10,1,1,1,0
1637,1,0.6,1,12.0,1,57,0.5,111.0,8,17,7,940,3329.0,11,9,6,1,1,0,1
1036,0,0.9,0,16.0,0,9,0.2,119.0,3,18,70,502,299.0,11,8,16,1,1,0,1
1247,1,2.1,0,10.0,1,63,0.1,116.0,4,12,170,1028,2999.0,9,3,20,1,1,0,1
1207,0,1.1,1,9.0,1,56,0.1,141.0,6,11,93,560,2293.0,12,4,19,1,1,0,0
1198,1,0.5,1,0.0,0,31,0.6,125.0,7,7,546,1223,2777.0,16,3,20,1,0,0,3
1796,1,0.5,0,0.0,0,44,0.2,169.0,4,4,841,1803,1378.0,12,0,13,1,0,1,2
1855,0,1.0,1,8.0,0,58,0.9,145.0,4,14,1080,1883,2834.0,14,2,3,1,1,0,0
1557,1,1.6,0,7.0,0,26,0.3,154.0,5,14,665,1790,885.0,17,2,5,0,1,1,1
958,0,0.5,1,0.0,1,47,0.7,116.0,8,0,300,501,1706.0,6,2,2,1,1,0,3
1882,1,2.1,1,0.0,0,17,0.1,127.0,8,5,280,1171,2996.0,9,6,3,1,0,0,0
1489,0,0.5,1,7.0,0,60,0.8,197.0,7,10,7,719,677.0,5,2,11,1,0,1,3
1980,0,0.5,1,7.0,0,15,0.4,141.0,6,12,499,1029,1710.0,11,2,11,1,1,0,1
1235,0,1.8,1,3.0,0,21,0.5,197.0,3,4,1252,1284,464.0,14,2,17,0,1,1,0
829,0,2.6,1,11.0,1,10,0.1,132.0,2,13,349,833,975.0,12,6,8,1,1,1,3
1998,1,0.5,0,6.0,0,47,0.2,182.0,4,7,1603,1837,3918.0,9,4,9,1,0,1,3
1814,0,1.6,0,6.0,1,3,0.7,156.0,5,16,1196,1666,2489.0,9,3,12,1,1,0,1
1711,1,0.5,1,1.0,1,12,1.0,97.0,1,18,855,1199,2461.0,9,4,9,1,1,0,0
971,1,2.1,0,9.0,0,7,0.3,143.0,4,17,1074,1885,811.0,18,2,13,1,1,0,0
991,0,2.6,0,0.0,0,19,0.5,133.0,7,2,516,767,1358.0,16,14,20,0,1,0,0
905,0,1.9,1,11.0,1,12,0.7,173.0,7,12,410,1021,852.0,19,0,3,1,1,0,3
1653,1,1.3,0,0.0,0,49,0.7,99.0,7,4,206,936,377.0,9,7,10,1,0,0,3
635,1,1.9,1,0.0,1,57,1.0,136.0,6,11,1257,1597,3954.0,15,4,20,1,1,0,1
1807,0,1.2,0,4.0,0,37,0.8,162.0,1,11,246,932,2741.0,7,1,9,1,1,1,1
1797,1,2.6,0,4.0,0,42,0.6,174.0,3,20,57,1169,3359.0,16,6,18,1,1,1,1
1895,0,0.5,1,0.0,1,62,0.9,99.0,2,0,1019,1698,2563.0,10,8,13,1,0,1,1
567,1,2.7,1,14.0,1,56,0.4,165.0,8,17,555,1290,336.0,7,6,7,1,1,1,0
936,1,1.4,1,0.0,0,46,0.8,139.0,2,0,265,886,684.0,8,5,12,1,1,1,0
1700,1,1.9,0,0.0,1,54,0.5,170.0,7,17,644,913,2121.0,14,8,15,1,1,0,3
609,0,1.8,1,0.0,0,13,0.9,186.0,4,2,1152,1632,1933.0,8,1,19,0,1,1,2
1185,0,1.4,0,1.0,1,8,0.5,80.0,1,12,477,825,1223.0,5,0,14,1,0,0,0
1533,1,0.5,1,0.0,0,50,0.4,171.0,2,12,38,832,2509.0,15,11,6,0,1,0,3
1270,1,0.5,0,4.0,1,35,0.1,140.0,6,19,457,608,2828.0,9,2,3,1,0,1,3
1043,1,1.8,1,14.0,0,5,0.1,193.0,3,16,226,1412,3476.0,12,7,2,0,1,0,2
841,1,0.5,1,4.0,1,61,0.8,191.0,5,12,746,857,3895.0,6,0,7,1,0,0,0
1807,1,2.8,0,1.0,0,27,0.9,186.0,3,4,1270,1366,2396.0,17,10,10,0,1,1,0
1546,0,0.5,1,18.0,1,25,0.5,96.0,8,20,295,1752,3893.0,10,0,7,1,1,0,0
1434,0,1.4,0,11.0,1,49,0.5,108.0,6,18,749,810,1773.0,15,8,7,1,0,1,2
1464,1,2.9,1,5.0,1,50,0.8,198.0,8,9,569,939,3506.0,10,7,3,1,1,1,3
1718,0,2.4,0,1.0,0,47,1.0,156.0,2,3,1283,1374,3873.0,14,2,10,0,0,0,0
833,0,2.4,1,0.0,0,62,0.8,111.0,1,2,1312,1880,1495.0,7,2,18,0,1,1,1
1111,1,2.9,1,9.0,1,25,0.6,101.0,5,19,556,876,3485.0,11,9,10,1,1,0,3
1520,0,0.5,0,1.0,0,25,0.5,171.0,3,20,52,1009,651.0,6,0,5,1,0,1,1
1500,0,2.2,0,2.0,0,55,0.6,80.0,7,6,503,1336,3866.0,13,7,20,0,1,0,2
1343,0,2.9,0,2.0,1,34,0.8,171.0,3,6,235,1671,3911.0,15,8,8,1,1,1,0
900,1,1.4,1,0.0,0,30,1.0,87.0,2,3,829,1893,439.0,6,2,20,1,0,0,0
1846,1,1.0,0,5.0,1,53,0.7,106.0,8,7,185,1832,563.0,9,5,10,1,0,1,2
1985,0,0.5,1,14.0,1,26,1.0,163.0,2,17,613,1511,2083.0,13,3,14,1,1,0,0
1231,1,1.7,1,2.0,1,37,0.2,194.0,2,3,82,1771,3902.0,19,12,15,1,0,1,3
1558,0,1.7,1,7.0,0,50,0.1,115.0,2,10,777,1587,1641.0,17,0,9,0,1,1,1
1037,0,1.7,1,1.0,0,5,0.7,125.0,3,6,1194,1321,3862.0,17,4,7,1,1,0,0
1025,0,1.6,1,6.0,1,43,0.7,122.0,3,16,1003,1306,557.0,15,10,14,1,1,1,0
1858,0,3.0,1,0.0,0,17,0.6,124.0,4,1,575,1200,2427.0,16,11,13,1,1,0,0
980,0,0.5,0,1.0,0,8,0.1,91.0,5,5,54,658,625.0,17,3,7,0,1,1,1
644,1,0.5,1,9.0,0,15,0.2,139.0,5,10,627,630,3836.0,10,9,10,1,0,1,1
1024,1,1.6,1,0.0,1,38,0.8,81.0,2,0,129,1048,854.0,11,3,10,1,0,0,2
1981,0,2.9,1,2.0,1,11,0.3,184.0,8,13,876,1408,2383.0,11,2,18,1,0,0,2
1380,0,2.6,1,15.0,1,56,0.5,187.0,8,16,501,643,926.0,9,5,7,1,0,0,2
1201,1,2.2,1,10.0,0,49,0.8,175.0,4,20,722,992,824.0,18,13,9,1,0,0,2
1175,1,2.1,0,3.0,0,33,0.9,124.0,6,8,119,1777,1617.0,5,3,7,0,0,1,0
1280,0,0.9,1,4.0,1,8,0.6,96.0,6,5,753,1557,3309.0,17,16,8,1,0,1,3
1715,0,0.6,1,1.0,1,28,0.4,112.0,6,16,162,847,1786.0,19,2,12,1,0,1,0
1165,0,0.9,0,4.0,0,40,0.9,150.0,2,11,313,528,3128.0,13,0,14,1,0,0,1
